gene_id,log2FC,pvalue,padj,mean_expr,species,de_method,dataset_id
g22353,-0.316226698454651,0.189549595868901,0.342006525316647,1323.11086850692,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22354,-0.275888730238312,0.0818097178288838,0.186895413642532,1089.13278721862,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22355,0.00504128014568606,0.961561393257826,0.97931633523396,1635.82268143569,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22356,-0.434512801298149,0.13868740302103,0.27378027924016,56.7225028173968,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22357,-0.971949940674779,3.78352758326633e-12,1.61474716383567e-10,1582.39892266009,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22358,-0.553602412291323,0.0168335319378234,0.0581213140251887,396.101015088072,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22359,0.24857004305642,0.126919667683911,0.256987513025706,231.946132134233,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22360,-0.439333338380323,0.00787648256964886,0.0320620083990485,1050.43168076638,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22363,0.866985255614857,6.7806125610641e-05,0.000616931425940509,110.804555387666,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22364,0.266854759759149,0.318469096606784,0.487753742557442,113.901382257127,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22365,0.316781666323066,0.0433478547605257,0.117905025714602,263.352215486882,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22366,0.21032314599509,0.61144422502251,0.742608931158888,58.8551220193371,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22367,-0.137276206273827,0.420064538387259,0.58449286636716,225.89995115077,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22368,0.137953739351106,0.604033972779455,0.736822078968999,364.273022552906,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22369,-0.394951472522669,0.00522493456994806,0.0231289394061922,562.897000932384,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22370,1.75255852094166,6.09437108919515e-05,0.000563409500559403,34.1335277602081,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22371,0.701570381169584,0.00590216554876582,0.0255530066291369,370.229756071063,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22372,-0.232471219262956,0.217603362291953,0.376425739054554,162.043139407655,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22373,0.663254538613516,0.000698712719046332,0.00444184722713146,406.123662648486,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22374,0.0407454148015986,0.796333409554255,0.874696751260823,406.966448390056,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22375,-0.369502942958857,0.0083323872583324,0.0335393883404738,634.680189891901,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22376,0.0977675787990908,0.67412666992477,0.790670214232367,149.633438937667,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22377,-0.602347645041122,0.0665810951624776,0.16140110300476,86.6140396061118,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22378,-0.114137629893341,0.452950280820731,0.613748223534192,537.681533126183,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22380,-0.567655556523509,0.105144723937016,0.224030194911194,34.9656563348543,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22381,0.0446978991454346,0.734848244855016,0.833732943447379,1313.51793183753,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22382,0.181109032118898,0.416566974673842,0.581306533322581,95.626496599059,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22383,-0.331521595019035,0.252359872771618,0.416808265821895,111.088324737006,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
